cnpj,razao_social,nome_fantasia,situacao_cadastral,data_situacao,motivo_situacao,data_abertura,matriz_filial,natureza_juridica,mei,simples,capital_social,porte,cnae_principal_codigo,cnae_principal_descricao,cnaes_secundarios,logradouro,numero,complemento,bairro,cep,municipio,uf,telefone1,telefone2,email,socios,ultima_atualizacao
67.128.417/0001-05,CONDOMINIO DAS ORQUIDEAS,-,ATIVA,,,11/03/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RODOVIA RAPOSO TAVARES,8312,LOTE  01                  QUADRAA,JARDIM BOA VISTA (ZONA OESTE),05576200,SAO PAULO,SP,(11) 58273187,,,,
67.125.189/0003-81,CONDOMINIO TORRE BELA VISTA,SETOR CONDOMINIAL MALL,ATIVA,,,19/03/2026,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MARIA PAULA,186,184 E 194           SETOR MALL,BELA VISTA,01319001,SAO PAULO,SP,(11) 31452711,,,,
67.125.189/0002-09,CONDOMINIO TORRE BELA VISTA,SETOR CONDOMINIAL RESIDENCIAL,ATIVA,,,19/03/2026,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MARIA PAULA,186,184 E 194           SETOR RESIDENCIAL,BELA VISTA,01319001,SAO PAULO,SP,(11) 31452711,,,,
67.125.189/0001-10,CONDOMINIO TORRE BELA VISTA,-,ATIVA,,,19/03/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MARIA PAULA,184,186 E 194,BELA VISTA,01319001,SAO PAULO,SP,(11) 31452711,,,,
67.123.964/0001-06,CASA8 JABAQUARA,-,ATIVA,,,24/02/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DELMIRA AGUSTINI,400,,VILA FACHINI,04327050,SAO PAULO,SP,(11) 51082099,,,,
67.115.643/0001-51,CONDOMINIO TG2 - RS,-,ATIVA,,,12/09/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DONA ESCOLASTICA M. DA FONSECA,1166,,VILA MATILDE,03513000,SAO PAULO,SP,(11) 54611056,,,,
67.113.040/0001-10,LIVING FULL VILA NOVA CONCEICAO,-,ATIVA,,,01/04/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA SANTO AMARO,526,,VILA NOVA CONCEICAO,04505000,SAO PAULO,SP,(11) 32345555,,,,
67.108.666/0001-39,CONDOMINIO SMART VILA AURORA,-,ATIVA,,,25/02/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA FRANCISCO DA CUNHA MENEZES,1137,,JARDIM SANTA LUCRECIA,05185200,SAO PAULO,SP,(11) 992504427,(11) 57912205,,,
67.095.247/0001-00,CONDOMINIO EDIFICIO TANNURI,CONDOMINIO EDIFICIO TANNURI,ATIVA,,,26/05/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA NAZARE,1281,,IPIRANGA,04263100,SAO PAULO,SP,(11) 982413171,,,,
67.092.359/0001-07,RESIDENCIAL HOME STAR,RESIDENCIAL HOME STAR,ATIVA,,,02/02/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PROFESSOR MARCONDES DOMINGUES,296,304,PARADA INGLESA,02245010,SAO PAULO,SP,(11) 43305108,,,,
67.091.570/0001-05,PENINSULA VILA MADALENA,-,ATIVA,,,11/05/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOAO MOURA,2445,2471 E 2475,PINHEIROS,05412004,SAO PAULO,SP,(11) 31915000,,,,
67.083.256/0001-80,CONDOMINIO HABITACIONAL BOULEVARD DA PAZ PROVISAO 2,CONDOMINIO HABITACIONAL BOULEVARD DA PAZ PROVISAO 2,ATIVA,,,25/02/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BEIRA RIO,77,,PARQUE NOVO SANTO AMARO,05874270,SAO PAULO,SP,(11) 996798792,,,,
67.061.368/0001-30,CONDOMINIO RESIDENCIAL VERONA,CONDOMINIO RESIDENCIAL VERONA,ATIVA,,,18/03/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA FILIPE DE CARVALHO,203,,CIDADE LIDER,03587040,SAO PAULO,SP,(11) 59903989,,,,
67.057.924/0001-03,RESIDENCIAL HILDA E FRANCISCO,-,ATIVA,,,04/11/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CARANGUEJO,66,,TUCURUVI,02307000,SAO PAULO,SP,(11) 997383364,,,,
67.045.220/0001-02,CONDOMINIO CUBE TUTOIA,-,ATIVA,,,23/01/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA TUTOIA,318,,VILA MARIANA,04007001,SAO PAULO,SP,(11) 30744266,,,,
67.042.370/0002-43,CURY SQUARE PANAMBY - CONDOMINIO ITAPAIUNA,SETOR RESIDENCIAL,ATIVA,,,26/02/2026,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ALBERTO AUGUSTO ALVES,175,SETOR RESIDENCIAL,VILA ANDRADE,05724030,SAO PAULO,SP,(11) 31915000,,,,
67.042.370/0001-62,CURY SQUARE PANAMBY - CONDOMINIO ITAPAIUNA,-,ATIVA,,,26/02/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ALBERTO AUGUSTO ALVES,175,,VILA ANDRADE,05724030,SAO PAULO,SP,(11) 31915000,,,,
67.018.500/0001-21,MOST MOEMA,-,ATIVA,,,11/02/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA COTOVIA,107,89                        111                       115,INDIANOPOLIS,04517000,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
67.011.719/0001-07,CONDOMINIO 39SETE PERDIZES,CONDOMINIO 39SETE PERDIZES,ATIVA,,,22/12/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HAVAI,397,,SUMARE,01259000,SAO PAULO,SP,(11) 33560732,,,,
66.999.449/0001-13,CONDOMINIO EDIFICIO PUERTA DEL SOL,PUERTA DEL SOL,ATIVA,,,16/04/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA HERVAL,715,731 E 755,BELENZINHO,03062000,SAO PAULO,SP,(11) 22957721,,,,
66.988.005/0001-82,RESIDENCIAL PIATA,-,ATIVA,,,18/10/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PIATA,485,,VILA ISOLINA MAZZEI,02080010,SAO PAULO,SP,(11) 965857577,,,,
66.987.219/0001-34,CONDOMINIO EDIFICIO ARCH BOA VISTA,-,ATIVA,,,19/02/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CONDE DE ITU,350,,JARDIM SANTO AMARO,04741000,SAO PAULO,SP,(11) 31915000,,,,
66.986.611/0001-69,RESIDENCIAL BERGAMO,-,ATIVA,,,11/03/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BARRA DE SAO JOAO,94,,JARDIM SAO PAULO(ZONA NORTE),02040070,SAO PAULO,SP,(11) 42047453,,,,
66.985.951/0001-75,RESERVA JARDINS,RESERVA JARDINS,ATIVA,,,29/08/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA LORENA,1724,,JARDIM PAULISTA,01424006,SAO PAULO,SP,(11) 55897200,,,,
66.975.322/0001-64,CONDOMINIO PRACA PEREIRA COUTINHO,-,ATIVA,,,19/03/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,PRACA PEREIRA COUTINHO,176,182,VILA NOVA CONCEICAO,04510010,SAO PAULO,SP,(11) 31463988,,,,
66.972.187/0001-01,METROCASA ESTACAO PENHA,-,ATIVA,,,20/04/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR ALARICO SILVEIRA,612,604 191,VILA ARICANDUVA,03502040,SAO PAULO,SP,(11) 54611056,,,,
66.966.788/0001-01,PROJETO IMOBILIARIO DI 9,NOW TUCURUVI,ATIVA,,,04/05/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DAS IMBIRAS,718,,VILA NOVA MAZZEI,02316000,SAO PAULO,SP,(11) 31915000,,,,
66.962.620/0001-10,PURITY MOEMA,-,ATIVA,,,08/04/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA MOEMA,756,24 SUBDISTRITO,MOEMA,04077023,SAO PAULO,SP,(11) 21972222,,,,
66.958.147/0001-05,CONDOMINIO VILA LUNI,CONDOMINIO VILA LUNI,ATIVA,,,21/02/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ARATAS,1335,,INDIANOPOLIS,04081005,SAO PAULO,SP,(11) 50529767,(11) 50523047,,,
66.937.705/0001-48,RESERVA DIRECIONAL LIMAO,-,ATIVA,,,26/11/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA PROFESSOR CELESTINO BOURROUL,631,,LIMAO,02710001,SAO PAULO,SP,(11) 37960203,,,,
66.933.628/0001-58,EDIFICIO ARBRE VILA NOVA CONCEICAO,-,ATIVA,,,26/02/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA INAJAROBA,32,,VILA NOVA CONCEICAO,04511040,SAO PAULO,SP,(11) 38413501,,,,
66.931.421/0001-44,CONDOMINIO RESIDENCIAL E COMERCIAL BURITI ALEGRE,-,ATIVA,,,14/04/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BURITI ALEGRE,681,,VILA RE,03657000,SAO PAULO,SP,(11) 993695795,,,,
66.929.544/0001-40,CONDOMINIO ELEMENTS HIGIENOPOLIS,-,ATIVA,,,23/04/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA GENERAL OLIMPIO DA SILVEIRA,309,,SANTA CECILIA,01150001,SAO PAULO,SP,(11) 31452711,,,,
66.924.482/0001-84,CONDOMINIO GALENO 65,-,ATIVA,,,07/10/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GALENO DE ALMEIDA,65/67,,PINHEIROS,05410030,SAO PAULO,SP,(11) 43057005,,,,
66.910.044/0001-67,CONDOMINIO RESIDENCIAL KAUAI,CONDOMINIO RESIDENCIAL KAUAI,ATIVA,,,29/10/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALTO BELO,510,,VILA ANTONIETA,03478040,SAO PAULO,SP,(11) 26389571,,,,
66.907.899/0001-39,CONDOMINIO EDIFICIO HI VILA ESTER,-,ATIVA,,,08/07/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA MARIA CURUPAITI,1248,,VILA ESTER (ZONA NORTE),02452002,SAO PAULO,SP,(11) 38582212,,,,
66.906.932/0001-06,RESIDENCIAL GRECCO,RESIDENCIAL GRECCO,ATIVA,,,12/12/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GRECCO,185,,CHACARA MAFALDA,03373000,SAO PAULO,SP,(11) 29423222,,,,
66.883.640/0001-03,CONJUNTO HABITACIONAL SP - BRASILANDIA B - QUADRA K - LOTE 1,CONDOMINIO RESIDENCIAL BELA MORADA,ATIVA,,,06/01/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA INTERATIVA,50,,VILA BRASILANDIA,02820020,SAO PAULO,SP,(11) 962560287,,,,
66.878.776/0001-17,CONDOMINIO RESIDENCIAL CAXAMBU,RESIDENCIAL CAXAMBU,ATIVA,,,23/03/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CAXAMBU,182,,CHACARA SANTO ANTONIO (ZONA LESTE),03411080,SAO PAULO,SP,(11) 22965829,,,,
66.859.319/0001-85,CONJUNTO HABITACIONAL SP GUAIANAZES I APOMI QUADRA A LOTE 2,CONDOMINIO RESIDENCIAL FLAMINGO,ATIVA,,,14/02/2022,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA EMILIO RETROSI,365,,JARDIM MARILU,08371360,SAO PAULO,SP,(11) 59913072,,,,
66.854.352/0001-12,RESIDENCIAL PARQUE DOM PEDRO,-,ATIVA,,,18/03/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GLICERIO,23,,LIBERDADE,01514000,SAO PAULO,SP,(11) 983346213,,,,
66.837.961/0001-63,CONDOMINIO RESIDENCIAL MAURI,-,ATIVA,,,19/07/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ITOGAPUQUE,187,,VILA CARRAO,03430030,SAO PAULO,SP,(11) 994276892,,,,
66.837.210/0001-47,RESIDENCIAL CAPELA,-,ATIVA,,,11/03/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ELIAS GANNAM,384,,VILA BANDEIRANTES,02552040,SAO PAULO,SP,(11) 996492655,,,,
66.823.628/0001-03,NOON HIGIENOPOLIS - SMALL LUXURY APARTAMENTS,-,ATIVA,,,09/04/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALAGOAS,651,,HIGIENOPOLIS,01242001,SAO PAULO,SP,(11) 31451322,,,,
66.800.412/0001-14,CONDOMINIO GEO PAULISTA,CONDOMINIO GEO PAULISTA,ATIVA,,,26/03/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PIO XII,414,,LIBERDADE,01322030,SAO PAULO,SP,(13) 34734284,,,,
66.798.796/0001-88,CONDOMINIO BOTANI,-,ATIVA,,,05/01/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA POMPEIA,696,,VILA POMPEIA,05022000,SAO PAULO,SP,(11) 31915000,,,,
66.773.527/0001-67,CONDOMINIO SMART VILA ZAT,CONDOMINIO SMART VILA ZAT,ATIVA,,,10/11/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PROFESSOR ALDO LOCATELLI,355,,VILA ZAT,02976010,SAO PAULO,SP,(11) 983817471,,,,
66.769.876/0001-05,RESIDENCIAL GUIRA,-,ATIVA,,,14/04/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA GUIRA,485,,CIDADE ANTONIO ESTEVAO DE CARVALHO,08223100,SAO PAULO,SP,(11) 54611056,,,,
66.769.598/0001-96,RESIDENCIAL LUNA,-,ATIVA,,,05/08/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PAULO DE FARIA,748,,VILA GUSTAVO,02267000,SAO PAULO,SP,(11) 996492655,,,,
66.764.142/0001-33,CONNECT SAO MATEUS 2,-,ATIVA,,,26/01/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANDRE DE ALMEIDA,2625,,PARQUE COLONIAL,03968005,SAO PAULO,SP,(11) 31915000,,,,
66.763.357/0001-30,MUNDO APTO INAJAR,-,ATIVA,,,06/05/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA IMARUI,308,,JARDIM CACHOEIRA,02762050,SAO PAULO,SP,(11) 31915000,,,,
66.752.743/0001-26,EDIFICIO MARIA FERNANDA,-,ATIVA,,,08/05/2024,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA KARL FRIEDERICH GAUSS,82,,JARDIM NORDESTE,03690040,SAO PAULO,SP,(11) 32281959,,,,
66.735.734/0001-27,CONDOMINIO RESIDENCIAL RAFAEL FERNANDES,RESIDENCIAL RAFAEL FERNANDES,ATIVA,,,22/09/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA RAFAEL FERNANDES,294,,CIDADE LIDER,08285080,SAO PAULO,SP,(11) 40803882,,,,
66.732.095/0001-46,RESIDENCIAL PAULICEIA,-,ATIVA,,,08/12/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA DOUTOR NATALINO RIGHETO,200,,TUCURUVI,02303130,SAO PAULO,SP,(11) 38576622,,,,
66.721.106/0001-92,CONDOMINIO RESIDENCIAL MAWE,-,ATIVA,,,03/08/2023,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BELCHIOR DA COSTA,100,,VILA CARRAO,03446080,SAO PAULO,SP,(11) 42214000,(11) 21346444,,,
66.713.666/0001-03,RESIDENCIAL MARIA ISABEL,-,ATIVA,,,29/05/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA SILOS,8,,AGUA FRIA,02335060,SAO PAULO,SP,(11) 31817396,,,,
66.713.107/0001-95,CONDOMINIO RESIDENCIAL PLANO & MAIS MORUMBI,-,ATIVA,,,23/04/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA LEANDRO TEIXEIRA,310,,PARAISOPOLIS,05662060,SAO PAULO,SP,(11) 31915000,,,,
66.689.649/0005-01,LIVING WELLNESS ACLIMACAO,SUBCONDOMINIO 3 - LOJAS,ATIVA,,,25/02/2026,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BASILIO DA CUNHA,918,852 858 864 868 882       906 E 948                 SUB LOJAS,VILA DEODORO,01544001,SAO PAULO,SP,(11) 31452711,,,,
66.689.649/0004-12,LIVING WELLNESS ACLIMACAO,SUBCONDOMINIO 2 - NAO RESIDENCIAL,ATIVA,,,25/02/2026,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA BASILIO DA CUNHA,948,852 858 864 868 882       E 906,VILA DEODORO,01544001,SAO PAULO,SP,(11) 31452711,,,,
66.689.649/0003-31,LIVING WELLNESS ACLIMACAO,SUBCONDOMINIO 1 - RESIDENCIAL,ATIVA,,,25/02/2026,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA PROFESSOR PASCOAL PACCHI,873,,VILA DEODORO,01544070,SAO PAULO,SP,(11) 31452711,,,,
66.689.649/0002-50,LIVING WELLNESS ACLIMACAO,SUBCONDOMINIO 4 - LOJA,ATIVA,,,25/02/2026,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CORONEL DIOGO,885,SUB LOJA,JARDIM DA GLORIA,01545001,SAO PAULO,SP,(11) 31452711,,,,
66.689.649/0001-70,LIVING WELLNESS ACLIMACAO,-,ATIVA,,,25/02/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA CORONEL DIOGO,885,,JARDIM DA GLORIA,01545001,SAO PAULO,SP,(11) 31452711,,,,
66.686.789/0005-18,"ALTO BY YOU, INC PARAISO",SETOR RESIDENCIAL - STUDIOS,ATIVA,,,20/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ESTELA,125,PAVMTO1 AO 5,VILA MARIANA,04011000,SAO PAULO,SP,(11) 38413501,,,,
66.686.789/0004-37,"ALTO BY YOU, INC PARAISO",SETOR SERVICOS DE MORADIA,ATIVA,,,20/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ESTELA,125,PAVMTO1                   PAVMTO2 AO 5,VILA MARIANA,04011000,SAO PAULO,SP,(11) 38413501,,,,
66.686.789/0003-56,"ALTO BY YOU, INC PARAISO",SETOR RESIDENCIAL - APARTAMENTOS,ATIVA,,,20/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ESTELA,141,,VILA MARIANA,04011000,SAO PAULO,SP,(11) 38413501,,,,
66.686.789/0002-75,"ALTO BY YOU, INC PARAISO",SETOR COMERCIAL,ATIVA,,,20/02/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ESTELA,155,,VILA MARIANA,04011000,SAO PAULO,SP,(11) 38413501,,,,
66.686.789/0001-94,"ALTO BY YOU, INC PARAISO",-,ATIVA,,,20/02/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ESTELA,125,141 E 155,VILA MARIANA,04011000,SAO PAULO,SP,(11) 38413501,,,,
66.679.612/0001-60,CONDOMINIO EDIFICIO MATTURE HOME LIFE,-,ATIVA,,,24/03/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ARARE,138,,CHACARA INGLESA,04141080,SAO PAULO,SP,(11) 43057005,,,,
66.654.421/0001-44,CONDOMINIO HOME TECH CITY LAPA,HOME TECH CITY LAPA,ATIVA,,,26/03/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ALBION,689,,LAPA,05077130,SAO PAULO,SP,(11) 999999999,,,,
66.645.322/0001-04,CONDOMINIO RESIDENCIAL TERRACO DA VILA,CONDOMINIO RESIDENCIAL TERRACO DA VILA,ATIVA,,,09/09/2025,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA JOSE MASCARENHAS,1368,,VILA MATILDE,03515000,SAO PAULO,SP,(11) 44421809,,,,
66.643.385/0001-13,CONDOMINIO LINO 320,-,ATIVA,,,14/01/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA LUIS COELHO,320,,CONSOLACAO,01309000,SAO PAULO,SP,(11) 27977600,,,,
66.643.126/0003-54,CONDOMINIO ARTEM,SUBCONDOMINIO COMERCIAL,ATIVA,,,02/04/2026,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANTONIO ALVES BARRIL,177,LOJA  01 02 03 E 04,JARDIM ANALIA FRANCO,03338000,SAO PAULO,SP,(11) 38413501,,,,
66.643.126/0002-73,CONDOMINIO ARTEM,SUBCONDOMINIO RESIDENCIAL,ATIVA,,,02/04/2026,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANTONIO ALVES BARRIL,177,TERREO                    PAVMTO2 AO 23,JARDIM ANALIA FRANCO,03338000,SAO PAULO,SP,(11) 38413501,,,,
66.643.126/0001-92,CONDOMINIO ARTEM,-,ATIVA,,,02/04/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,RUA ANTONIO ALVES BARRIL,177,,JARDIM ANALIA FRANCO,03338000,SAO PAULO,SP,(11) 38413501,,,,
66.636.273/0001-35,CONDOMINIO EDIFICIO UNIAO,EDIFICIO UNIAO,ATIVA,,,13/02/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,7170,,VILA DO ENCONTRO,04325001,SAO PAULO,SP,(11) 963443543,(11) 39040719,,,
66.626.404/0001-01,VIVAZ CANTAREIRA 2,-,ATIVA,,,07/04/2026,MATRIZ,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ESTRADA DO CORREDOR,280,,PARQUE PANAMERICANO,02992210,SAO PAULO,SP,(11) 31712299,(11) 32847600,,,
66.619.758/0003-82,VITACON ALAMEDA JAU,SUBCONDOMINIO RESIDENCIAL,ATIVA,,,27/11/2025,FILIAL,,Nao,Nao,"R$ 0,00","{'codigo': '05', 'descricao': 'Demais'}",8112500,Condomínios prediais,,ALAMEDA JAU,20,,JARDIM PAULISTA,01420000,SAO PAULO,SP,(11) 31915000,,,,
